q1_result,q2_result,q3_result,q4_result,completed_path,sample_size,sample_quality,data_status,path_frequency,path_frequency_pct,regulation_win_count,regulation_loss_count,regulation_tie_count,regulation_win_probability,regulation_loss_probability,regulation_tie_probability,regulation_win_pct,regulation_loss_pct,regulation_tie_pct,regulation_fair_decimal_tie_is_loss,regulation_fair_american_tie_is_loss,regulation_fair_decimal_tie_is_push,regulation_fair_american_tie_is_push,final_win_count,final_loss_count,final_tie_count,final_win_probability,final_loss_probability,final_tie_probability,final_win_pct,final_loss_pct,final_tie_pct,final_fair_decimal_tie_is_loss,final_fair_american_tie_is_loss,final_fair_decimal_tie_is_push,final_fair_american_tie_is_push
WIN,LOSS,TIE,WIN,WIN-LOSS-TIE-WIN,5,VERY_LOW,AVAILABLE,0.0303,3.0303,3,2,0,0.6,0.4,0.0,60.0,40.0,0.0,1.6667,-150.0,1.6667,-150.0,3,2,0,0.6,0.4,0.0,60.0,40.0,0.0,1.6667,-150.0,1.6667,-150.0
WIN,LOSS,TIE,LOSS,WIN-LOSS-TIE-LOSS,1,VERY_LOW,AVAILABLE,0.0061,0.6061,0,1,0,0.0,1.0,0.0,0.0,100.0,0.0,,,,,0,1,0,0.0,1.0,0.0,0.0,100.0,0.0,,,,
WIN,LOSS,TIE,TIE,WIN-LOSS-TIE-TIE,0,NO_DATA,NOT_OBSERVED,0.0,0.0,0,0,0,,,,,,,,,,,0,0,0,,,,,,,,,,
WIN,TIE,WIN,WIN,WIN-TIE-WIN-WIN,0,NO_DATA,NOT_OBSERVED,0.0,0.0,0,0,0,,,,,,,,,,,0,0,0,,,,,,,,,,
WIN,TIE,WIN,LOSS,WIN-TIE-WIN-LOSS,2,VERY_LOW,AVAILABLE,0.0121,1.2121,0,2,0,0.0,1.0,0.0,0.0,100.0,0.0,,,,,0,2,0,0.0,1.0,0.0,0.0,100.0,0.0,,,,
WIN,TIE,WIN,TIE,WIN-TIE-WIN-TIE,0,NO_DATA,NOT_OBSERVED,0.0,0.0,0,0,0,,,,,,,,,,,0,0,0,,,,,,,,,,
WIN,TIE,LOSS,WIN,WIN-TIE-LOSS-WIN,0,NO_DATA,NOT_OBSERVED,0.0,0.0,0,0,0,,,,,,,,,,,0,0,0,,,,,,,,,,
WIN,TIE,LOSS,LOSS,WIN-TIE-LOSS-LOSS,3,VERY_LOW,AVAILABLE,0.0182,1.8182,2,1,0,0.6667,0.3333,0.0,66.6667,33.3333,0.0,1.5,-200.0,1.5,-200.0,2,1,0,0.6667,0.3333,0.0,66.6667,33.3333,0.0,1.5,-200.0,1.5,-200.0
WIN,TIE,LOSS,TIE,WIN-TIE-LOSS-TIE,0,NO_DATA,NOT_OBSERVED,0.0,0.0,0,0,0,,,,,,,,,,,0,0,0,,,,,,,,,,
WIN,TIE,TIE,WIN,WIN-TIE-TIE-WIN,0,NO_DATA,NOT_OBSERVED,0.0,0.0,0,0,0,,,,,,,,,,,0,0,0,,,,,,,,,,
WIN,TIE,TIE,LOSS,WIN-TIE-TIE-LOSS,1,VERY_LOW,AVAILABLE,0.0061,0.6061,1,0,0,1.0,0.0,0.0,100.0,0.0,0.0,1.0,,1.0,,1,0,0,1.0,0.0,0.0,100.0,0.0,0.0,1.0,,1.0,
WIN,TIE,TIE,TIE,WIN-TIE-TIE-TIE,0,NO_DATA,NOT_OBSERVED,0.0,0.0,0,0,0,,,,,,,,,,,0,0,0,,,,,,,,,,
LOSS,WIN,WIN,WIN,LOSS-WIN-WIN-WIN,2,VERY_LOW,AVAILABLE,0.0121,1.2121,1,1,0,0.5,0.5,0.0,50.0,50.0,0.0,2.0,100.0,2.0,100.0,1,1,0,0.5,0.5,0.0,50.0,50.0,0.0,2.0,100.0,2.0,100.0
LOSS,WIN,WIN,LOSS,LOSS-WIN-WIN-LOSS,5,VERY_LOW,AVAILABLE,0.0303,3.0303,1,2,2,0.2,0.4,0.4,20.0,40.0,40.0,5.0,400.0,3.0,200.0,1,3,1,0.2,0.6,0.2,20.0,60.0,20.0,5.0,400.0,4.0,300.0
LOSS,WIN,WIN,TIE,LOSS-WIN-WIN-TIE,0,NO_DATA,NOT_OBSERVED,0.0,0.0,0,0,0,,,,,,,,,,,0,0,0,,,,,,,,,,
LOSS,WIN,LOSS,WIN,LOSS-WIN-LOSS-WIN,9,VERY_LOW,AVAILABLE,0.0545,5.4545,4,5,0,0.4444,0.5556,0.0,44.4444,55.5556,0.0,2.25,125.0,2.25,125.0,4,5,0,0.4444,0.5556,0.0,44.4444,55.5556,0.0,2.25,125.0,2.25,125.0
LOSS,WIN,LOSS,LOSS,LOSS-WIN-LOSS-LOSS,4,VERY_LOW,AVAILABLE,0.0242,2.4242,0,4,0,0.0,1.0,0.0,0.0,100.0,0.0,,,,,0,4,0,0.0,1.0,0.0,0.0,100.0,0.0,,,,
LOSS,WIN,LOSS,TIE,LOSS-WIN-LOSS-TIE,5,VERY_LOW,AVAILABLE,0.0303,3.0303,2,2,1,0.4,0.4,0.2,40.0,40.0,20.0,2.5,150.0,2.0,100.0,3,2,0,0.6,0.4,0.0,60.0,40.0,0.0,1.6667,-150.0,1.6667,-150.0
LOSS,WIN,TIE,WIN,LOSS-WIN-TIE-WIN,1,VERY_LOW,AVAILABLE,0.0061,0.6061,1,0,0,1.0,0.0,0.0,100.0,0.0,0.0,1.0,,1.0,,1,0,0,1.0,0.0,0.0,100.0,0.0,0.0,1.0,,1.0,
LOSS,WIN,TIE,LOSS,LOSS-WIN-TIE-LOSS,3,VERY_LOW,AVAILABLE,0.0182,1.8182,1,2,0,0.3333,0.6667,0.0,33.3333,66.6667,0.0,3.0,200.0,3.0,200.0,1,2,0,0.3333,0.6667,0.0,33.3333,66.6667,0.0,3.0,200.0,3.0,200.0
LOSS,WIN,TIE,TIE,LOSS-WIN-TIE-TIE,1,VERY_LOW,AVAILABLE,0.0061,0.6061,1,0,0,1.0,0.0,0.0,100.0,0.0,0.0,1.0,,1.0,,1,0,0,1.0,0.0,0.0,100.0,0.0,0.0,1.0,,1.0,
LOSS,LOSS,WIN,WIN,LOSS-LOSS-WIN-WIN,10,VERY_LOW,AVAILABLE,0.0606,6.0606,2,6,2,0.2,0.6,0.2,20.0,60.0,20.0,5.0,400.0,4.0,300.0,4,6,0,0.4,0.6,0.0,40.0,60.0,0.0,2.5,150.0,2.5,150.0
LOSS,LOSS,WIN,LOSS,LOSS-LOSS-WIN-LOSS,1,VERY_LOW,AVAILABLE,0.0061,0.6061,0,1,0,0.0,1.0,0.0,0.0,100.0,0.0,,,,,0,1,0,0.0,1.0,0.0,0.0,100.0,0.0,,,,
LOSS,LOSS,WIN,TIE,LOSS-LOSS-WIN-TIE,1,VERY_LOW,AVAILABLE,0.0061,0.6061,0,1,0,0.0,1.0,0.0,0.0,100.0,0.0,,,,,0,1,0,0.0,1.0,0.0,0.0,100.0,0.0,,,,
LOSS,LOSS,LOSS,WIN,LOSS-LOSS-LOSS-WIN,5,VERY_LOW,AVAILABLE,0.0303,3.0303,0,5,0,0.0,1.0,0.0,0.0,100.0,0.0,,,,,0,5,0,0.0,1.0,0.0,0.0,100.0,0.0,,,,
LOSS,LOSS,LOSS,LOSS,LOSS-LOSS-LOSS-LOSS,6,VERY_LOW,AVAILABLE,0.0364,3.6364,0,6,0,0.0,1.0,0.0,0.0,100.0,0.0,,,,,0,6,0,0.0,1.0,0.0,0.0,100.0,0.0,,,,
LOSS,LOSS,LOSS,TIE,LOSS-LOSS-LOSS-TIE,2,VERY_LOW,AVAILABLE,0.0121,1.2121,0,2,0,0.0,1.0,0.0,0.0,100.0,0.0,,,,,0,2,0,0.0,1.0,0.0,0.0,100.0,0.0,,,,
LOSS,LOSS,TIE,WIN,LOSS-LOSS-TIE-WIN,3,VERY_LOW,AVAILABLE,0.0182,1.8182,0,3,0,0.0,1.0,0.0,0.0,100.0,0.0,,,,,0,3,0,0.0,1.0,0.0,0.0,100.0,0.0,,,,
LOSS,LOSS,TIE,LOSS,LOSS-LOSS-TIE-LOSS,2,VERY_LOW,AVAILABLE,0.0121,1.2121,0,2,0,0.0,1.0,0.0,0.0,100.0,0.0,,,,,0,2,0,0.0,1.0,0.0,0.0,100.0,0.0,,,,
LOSS,LOSS,TIE,TIE,LOSS-LOSS-TIE-TIE,1,VERY_LOW,AVAILABLE,0.0061,0.6061,0,1,0,0.0,1.0,0.0,0.0,100.0,0.0,,,,,0,1,0,0.0,1.0,0.0,0.0,100.0,0.0,,,,
LOSS,TIE,WIN,WIN,LOSS-TIE-WIN-WIN,0,NO_DATA,NOT_OBSERVED,0.0,0.0,0,0,0,,,,,,,,,,,0,0,0,,,,,,,,,,
LOSS,TIE,WIN,LOSS,LOSS-TIE-WIN-LOSS,2,VERY_LOW,AVAILABLE,0.0121,1.2121,1,1,0,0.5,0.5,0.0,50.0,50.0,0.0,2.0,100.0,2.0,100.0,1,1,0,0.5,0.5,0.0,50.0,50.0,0.0,2.0,100.0,2.0,100.0
LOSS,TIE,WIN,TIE,LOSS-TIE-WIN-TIE,0,NO_DATA,NOT_OBSERVED,0.0,0.0,0,0,0,,,,,,,,,,,0,0,0,,,,,,,,,,
LOSS,TIE,LOSS,WIN,LOSS-TIE-LOSS-WIN,1,VERY_LOW,AVAILABLE,0.0061,0.6061,1,0,0,1.0,0.0,0.0,100.0,0.0,0.0,1.0,,1.0,,1,0,0,1.0,0.0,0.0,100.0,0.0,0.0,1.0,,1.0,
LOSS,TIE,LOSS,LOSS,LOSS-TIE-LOSS-LOSS,3,VERY_LOW,AVAILABLE,0.0182,1.8182,0,3,0,0.0,1.0,0.0,0.0,100.0,0.0,,,,,0,3,0,0.0,1.0,0.0,0.0,100.0,0.0,,,,
LOSS,TIE,LOSS,TIE,LOSS-TIE-LOSS-TIE,0,NO_DATA,NOT_OBSERVED,0.0,0.0,0,0,0,,,,,,,,,,,0,0,0,,,,,,,,,,
LOSS,TIE,TIE,WIN,LOSS-TIE-TIE-WIN,0,NO_DATA,NOT_OBSERVED,0.0,0.0,0,0,0,,,,,,,,,,,0,0,0,,,,,,,,,,
LOSS,TIE,TIE,LOSS,LOSS-TIE-TIE-LOSS,2,VERY_LOW,AVAILABLE,0.0121,1.2121,0,2,0,0.0,1.0,0.0,0.0,100.0,0.0,,,,,0,2,0,0.0,1.0,0.0,0.0,100.0,0.0,,,,
LOSS,TIE,TIE,TIE,LOSS-TIE-TIE-TIE,1,VERY_LOW,AVAILABLE,0.0061,0.6061,0,1,0,0.0,1.0,0.0,0.0,100.0,0.0,,,,,0,1,0,0.0,1.0,0.0,0.0,100.0,0.0,,,,
TIE,WIN,WIN,WIN,TIE-WIN-WIN-WIN,2,VERY_LOW,AVAILABLE,0.0121,1.2121,2,0,0,1.0,0.0,0.0,100.0,0.0,0.0,1.0,,1.0,,2,0,0,1.0,0.0,0.0,100.0,0.0,0.0,1.0,,1.0,
TIE,WIN,WIN,LOSS,TIE-WIN-WIN-LOSS,2,VERY_LOW,AVAILABLE,0.0121,1.2121,2,0,0,1.0,0.0,0.0,100.0,0.0,0.0,1.0,,1.0,,2,0,0,1.0,0.0,0.0,100.0,0.0,0.0,1.0,,1.0,
TIE,WIN,WIN,TIE,TIE-WIN-WIN-TIE,0,NO_DATA,NOT_OBSERVED,0.0,0.0,0,0,0,,,,,,,,,,,0,0,0,,,,,,,,,,
TIE,WIN,LOSS,WIN,TIE-WIN-LOSS-WIN,2,VERY_LOW,AVAILABLE,0.0121,1.2121,2,0,0,1.0,0.0,0.0,100.0,0.0,0.0,1.0,,1.0,,2,0,0,1.0,0.0,0.0,100.0,0.0,0.0,1.0,,1.0,
TIE,WIN,LOSS,LOSS,TIE-WIN-LOSS-LOSS,5,VERY_LOW,AVAILABLE,0.0303,3.0303,2,3,0,0.4,0.6,0.0,40.0,60.0,0.0,2.5,150.0,2.5,150.0,2,3,0,0.4,0.6,0.0,40.0,60.0,0.0,2.5,150.0,2.5,150.0
TIE,WIN,LOSS,TIE,TIE-WIN-LOSS-TIE,1,VERY_LOW,AVAILABLE,0.0061,0.6061,1,0,0,1.0,0.0,0.0,100.0,0.0,0.0,1.0,,1.0,,1,0,0,1.0,0.0,0.0,100.0,0.0,0.0,1.0,,1.0,
TIE,WIN,TIE,WIN,TIE-WIN-TIE-WIN,1,VERY_LOW,AVAILABLE,0.0061,0.6061,1,0,0,1.0,0.0,0.0,100.0,0.0,0.0,1.0,,1.0,,1,0,0,1.0,0.0,0.0,100.0,0.0,0.0,1.0,,1.0,
TIE,WIN,TIE,LOSS,TIE-WIN-TIE-LOSS,1,VERY_LOW,AVAILABLE,0.0061,0.6061,0,1,0,0.0,1.0,0.0,0.0,100.0,0.0,,,,,0,1,0,0.0,1.0,0.0,0.0,100.0,0.0,,,,
TIE,WIN,TIE,TIE,TIE-WIN-TIE-TIE,2,VERY_LOW,AVAILABLE,0.0121,1.2121,2,0,0,1.0,0.0,0.0,100.0,0.0,0.0,1.0,,1.0,,2,0,0,1.0,0.0,0.0,100.0,0.0,0.0,1.0,,1.0,
TIE,LOSS,WIN,WIN,TIE-LOSS-WIN-WIN,3,VERY_LOW,AVAILABLE,0.0182,1.8182,2,1,0,0.6667,0.3333,0.0,66.6667,33.3333,0.0,1.5,-200.0,1.5,-200.0,2,1,0,0.6667,0.3333,0.0,66.6667,33.3333,0.0,1.5,-200.0,1.5,-200.0
TIE,LOSS,WIN,LOSS,TIE-LOSS-WIN-LOSS,1,VERY_LOW,AVAILABLE,0.0061,0.6061,0,1,0,0.0,1.0,0.0,0.0,100.0,0.0,,,,,0,1,0,0.0,1.0,0.0,0.0,100.0,0.0,,,,
TIE,LOSS,WIN,TIE,TIE-LOSS-WIN-TIE,1,VERY_LOW,AVAILABLE,0.0061,0.6061,0,1,0,0.0,1.0,0.0,0.0,100.0,0.0,,,,,0,1,0,0.0,1.0,0.0,0.0,100.0,0.0,,,,
TIE,LOSS,LOSS,WIN,TIE-LOSS-LOSS-WIN,3,VERY_LOW,AVAILABLE,0.0182,1.8182,2,1,0,0.6667,0.3333,0.0,66.6667,33.3333,0.0,1.5,-200.0,1.5,-200.0,2,1,0,0.6667,0.3333,0.0,66.6667,33.3333,0.0,1.5,-200.0,1.5,-200.0
TIE,LOSS,LOSS,LOSS,TIE-LOSS-LOSS-LOSS,1,VERY_LOW,AVAILABLE,0.0061,0.6061,0,1,0,0.0,1.0,0.0,0.0,100.0,0.0,,,,,0,1,0,0.0,1.0,0.0,0.0,100.0,0.0,,,,
TIE,LOSS,LOSS,TIE,TIE-LOSS-LOSS-TIE,0,NO_DATA,NOT_OBSERVED,0.0,0.0,0,0,0,,,,,,,,,,,0,0,0,,,,,,,,,,
TIE,LOSS,TIE,WIN,TIE-LOSS-TIE-WIN,1,VERY_LOW,AVAILABLE,0.0061,0.6061,1,0,0,1.0,0.0,0.0,100.0,0.0,0.0,1.0,,1.0,,1,0,0,1.0,0.0,0.0,100.0,0.0,0.0,1.0,,1.0,
TIE,LOSS,TIE,LOSS,TIE-LOSS-TIE-LOSS,2,VERY_LOW,AVAILABLE,0.0121,1.2121,0,2,0,0.0,1.0,0.0,0.0,100.0,0.0,,,,,0,2,0,0.0,1.0,0.0,0.0,100.0,0.0,,,,
TIE,LOSS,TIE,TIE,TIE-LOSS-TIE-TIE,0,NO_DATA,NOT_OBSERVED,0.0,0.0,0,0,0,,,,,,,,,,,0,0,0,,,,,,,,,,
TIE,TIE,WIN,WIN,TIE-TIE-WIN-WIN,0,NO_DATA,NOT_OBSERVED,0.0,0.0,0,0,0,,,,,,,,,,,0,0,0,,,,,,,,,,
TIE,TIE,WIN,LOSS,TIE-TIE-WIN-LOSS,1,VERY_LOW,AVAILABLE,0.0061,0.6061,0,1,0,0.0,1.0,0.0,0.0,100.0,0.0,,,,,0,1,0,0.0,1.0,0.0,0.0,100.0,0.0,,,,
TIE,TIE,WIN,TIE,TIE-TIE-WIN-TIE,0,NO_DATA,NOT_OBSERVED,0.0,0.0,0,0,0,,,,,,,,,,,0,0,0,,,,,,,,,,
TIE,TIE,LOSS,WIN,TIE-TIE-LOSS-WIN,1,VERY_LOW,AVAILABLE,0.0061,0.6061,1,0,0,1.0,0.0,0.0,100.0,0.0,0.0,1.0,,1.0,,1,0,0,1.0,0.0,0.0,100.0,0.0,0.0,1.0,,1.0,
TIE,TIE,LOSS,LOSS,TIE-TIE-LOSS-LOSS,2,VERY_LOW,AVAILABLE,0.0121,1.2121,0,2,0,0.0,1.0,0.0,0.0,100.0,0.0,,,,,0,2,0,0.0,1.0,0.0,0.0,100.0,0.0,,,,
TIE,TIE,LOSS,TIE,TIE-TIE-LOSS-TIE,2,VERY_LOW,AVAILABLE,0.0121,1.2121,0,2,0,0.0,1.0,0.0,0.0,100.0,0.0,,,,,0,2,0,0.0,1.0,0.0,0.0,100.0,0.0,,,,
TIE,TIE,TIE,WIN,TIE-TIE-TIE-WIN,0,NO_DATA,NOT_OBSERVED,0.0,0.0,0,0,0,,,,,,,,,,,0,0,0,,,,,,,,,,
TIE,TIE,TIE,LOSS,TIE-TIE-TIE-LOSS,0,NO_DATA,NOT_OBSERVED,0.0,0.0,0,0,0,,,,,,,,,,,0,0,0,,,,,,,,,,
TIE,TIE,TIE,TIE,TIE-TIE-TIE-TIE,0,NO_DATA,NOT_OBSERVED,0.0,0.0,0,0,0,,,,,,,,,,,0,0,0,,,,,,,,,,
