q1_result,q2_result,q3_result,q4_result,completed_path,sample_size,sample_quality,data_status,path_frequency,path_frequency_pct,regulation_win_count,regulation_loss_count,regulation_tie_count,regulation_win_probability,regulation_loss_probability,regulation_tie_probability,regulation_win_pct,regulation_loss_pct,regulation_tie_pct,regulation_fair_decimal_tie_is_loss,regulation_fair_american_tie_is_loss,regulation_fair_decimal_tie_is_push,regulation_fair_american_tie_is_push,final_win_count,final_loss_count,final_tie_count,final_win_probability,final_loss_probability,final_tie_probability,final_win_pct,final_loss_pct,final_tie_pct,final_fair_decimal_tie_is_loss,final_fair_american_tie_is_loss,final_fair_decimal_tie_is_push,final_fair_american_tie_is_push
LOSS,LOSS,LOSS,LOSS,LOSS-LOSS-LOSS-LOSS,1,VERY_LOW,AVAILABLE,0.0213,2.1277,0,1,0,0.0,1.0,0.0,0.0,100.0,0.0,,,,,0,1,0,0.0,1.0,0.0,0.0,100.0,0.0,,,,
LOSS,LOSS,LOSS,TIE,LOSS-LOSS-LOSS-TIE,0,NO_DATA,NOT_OBSERVED,0.0,0.0,0,0,0,,,,,,,,,,,0,0,0,,,,,,,,,,
LOSS,LOSS,TIE,WIN,LOSS-LOSS-TIE-WIN,1,VERY_LOW,AVAILABLE,0.0213,2.1277,0,1,0,0.0,1.0,0.0,0.0,100.0,0.0,,,,,0,1,0,0.0,1.0,0.0,0.0,100.0,0.0,,,,
LOSS,LOSS,TIE,LOSS,LOSS-LOSS-TIE-LOSS,0,NO_DATA,NOT_OBSERVED,0.0,0.0,0,0,0,,,,,,,,,,,0,0,0,,,,,,,,,,
LOSS,LOSS,TIE,TIE,LOSS-LOSS-TIE-TIE,0,NO_DATA,NOT_OBSERVED,0.0,0.0,0,0,0,,,,,,,,,,,0,0,0,,,,,,,,,,
LOSS,TIE,WIN,WIN,LOSS-TIE-WIN-WIN,0,NO_DATA,NOT_OBSERVED,0.0,0.0,0,0,0,,,,,,,,,,,0,0,0,,,,,,,,,,
LOSS,TIE,WIN,LOSS,LOSS-TIE-WIN-LOSS,0,NO_DATA,NOT_OBSERVED,0.0,0.0,0,0,0,,,,,,,,,,,0,0,0,,,,,,,,,,
LOSS,TIE,WIN,TIE,LOSS-TIE-WIN-TIE,0,NO_DATA,NOT_OBSERVED,0.0,0.0,0,0,0,,,,,,,,,,,0,0,0,,,,,,,,,,
LOSS,TIE,LOSS,WIN,LOSS-TIE-LOSS-WIN,1,VERY_LOW,AVAILABLE,0.0213,2.1277,0,1,0,0.0,1.0,0.0,0.0,100.0,0.0,,,,,0,1,0,0.0,1.0,0.0,0.0,100.0,0.0,,,,
LOSS,TIE,LOSS,LOSS,LOSS-TIE-LOSS-LOSS,0,NO_DATA,NOT_OBSERVED,0.0,0.0,0,0,0,,,,,,,,,,,0,0,0,,,,,,,,,,
LOSS,TIE,LOSS,TIE,LOSS-TIE-LOSS-TIE,0,NO_DATA,NOT_OBSERVED,0.0,0.0,0,0,0,,,,,,,,,,,0,0,0,,,,,,,,,,
LOSS,TIE,TIE,WIN,LOSS-TIE-TIE-WIN,0,NO_DATA,NOT_OBSERVED,0.0,0.0,0,0,0,,,,,,,,,,,0,0,0,,,,,,,,,,
LOSS,TIE,TIE,LOSS,LOSS-TIE-TIE-LOSS,0,NO_DATA,NOT_OBSERVED,0.0,0.0,0,0,0,,,,,,,,,,,0,0,0,,,,,,,,,,
LOSS,TIE,TIE,TIE,LOSS-TIE-TIE-TIE,0,NO_DATA,NOT_OBSERVED,0.0,0.0,0,0,0,,,,,,,,,,,0,0,0,,,,,,,,,,
TIE,WIN,WIN,WIN,TIE-WIN-WIN-WIN,1,VERY_LOW,AVAILABLE,0.0213,2.1277,1,0,0,1.0,0.0,0.0,100.0,0.0,0.0,1.0,,1.0,,1,0,0,1.0,0.0,0.0,100.0,0.0,0.0,1.0,,1.0,
TIE,WIN,WIN,LOSS,TIE-WIN-WIN-LOSS,0,NO_DATA,NOT_OBSERVED,0.0,0.0,0,0,0,,,,,,,,,,,0,0,0,,,,,,,,,,
TIE,WIN,WIN,TIE,TIE-WIN-WIN-TIE,0,NO_DATA,NOT_OBSERVED,0.0,0.0,0,0,0,,,,,,,,,,,0,0,0,,,,,,,,,,
TIE,WIN,LOSS,WIN,TIE-WIN-LOSS-WIN,0,NO_DATA,NOT_OBSERVED,0.0,0.0,0,0,0,,,,,,,,,,,0,0,0,,,,,,,,,,
TIE,WIN,LOSS,LOSS,TIE-WIN-LOSS-LOSS,0,NO_DATA,NOT_OBSERVED,0.0,0.0,0,0,0,,,,,,,,,,,0,0,0,,,,,,,,,,
TIE,WIN,LOSS,TIE,TIE-WIN-LOSS-TIE,0,NO_DATA,NOT_OBSERVED,0.0,0.0,0,0,0,,,,,,,,,,,0,0,0,,,,,,,,,,
TIE,WIN,TIE,WIN,TIE-WIN-TIE-WIN,0,NO_DATA,NOT_OBSERVED,0.0,0.0,0,0,0,,,,,,,,,,,0,0,0,,,,,,,,,,
TIE,WIN,TIE,LOSS,TIE-WIN-TIE-LOSS,1,VERY_LOW,AVAILABLE,0.0213,2.1277,1,0,0,1.0,0.0,0.0,100.0,0.0,0.0,1.0,,1.0,,1,0,0,1.0,0.0,0.0,100.0,0.0,0.0,1.0,,1.0,
TIE,WIN,TIE,TIE,TIE-WIN-TIE-TIE,2,VERY_LOW,AVAILABLE,0.0426,4.2553,2,0,0,1.0,0.0,0.0,100.0,0.0,0.0,1.0,,1.0,,2,0,0,1.0,0.0,0.0,100.0,0.0,0.0,1.0,,1.0,
TIE,LOSS,WIN,WIN,TIE-LOSS-WIN-WIN,0,NO_DATA,NOT_OBSERVED,0.0,0.0,0,0,0,,,,,,,,,,,0,0,0,,,,,,,,,,
TIE,LOSS,WIN,LOSS,TIE-LOSS-WIN-LOSS,0,NO_DATA,NOT_OBSERVED,0.0,0.0,0,0,0,,,,,,,,,,,0,0,0,,,,,,,,,,
TIE,LOSS,WIN,TIE,TIE-LOSS-WIN-TIE,0,NO_DATA,NOT_OBSERVED,0.0,0.0,0,0,0,,,,,,,,,,,0,0,0,,,,,,,,,,
TIE,LOSS,LOSS,WIN,TIE-LOSS-LOSS-WIN,1,VERY_LOW,AVAILABLE,0.0213,2.1277,0,1,0,0.0,1.0,0.0,0.0,100.0,0.0,,,,,0,1,0,0.0,1.0,0.0,0.0,100.0,0.0,,,,
TIE,LOSS,LOSS,LOSS,TIE-LOSS-LOSS-LOSS,0,NO_DATA,NOT_OBSERVED,0.0,0.0,0,0,0,,,,,,,,,,,0,0,0,,,,,,,,,,
TIE,LOSS,LOSS,TIE,TIE-LOSS-LOSS-TIE,0,NO_DATA,NOT_OBSERVED,0.0,0.0,0,0,0,,,,,,,,,,,0,0,0,,,,,,,,,,
TIE,LOSS,TIE,WIN,TIE-LOSS-TIE-WIN,1,VERY_LOW,AVAILABLE,0.0213,2.1277,1,0,0,1.0,0.0,0.0,100.0,0.0,0.0,1.0,,1.0,,1,0,0,1.0,0.0,0.0,100.0,0.0,0.0,1.0,,1.0,
TIE,LOSS,TIE,LOSS,TIE-LOSS-TIE-LOSS,1,VERY_LOW,AVAILABLE,0.0213,2.1277,0,1,0,0.0,1.0,0.0,0.0,100.0,0.0,,,,,0,1,0,0.0,1.0,0.0,0.0,100.0,0.0,,,,
TIE,LOSS,TIE,TIE,TIE-LOSS-TIE-TIE,0,NO_DATA,NOT_OBSERVED,0.0,0.0,0,0,0,,,,,,,,,,,0,0,0,,,,,,,,,,
TIE,TIE,WIN,WIN,TIE-TIE-WIN-WIN,0,NO_DATA,NOT_OBSERVED,0.0,0.0,0,0,0,,,,,,,,,,,0,0,0,,,,,,,,,,
TIE,TIE,WIN,LOSS,TIE-TIE-WIN-LOSS,0,NO_DATA,NOT_OBSERVED,0.0,0.0,0,0,0,,,,,,,,,,,0,0,0,,,,,,,,,,
TIE,TIE,WIN,TIE,TIE-TIE-WIN-TIE,0,NO_DATA,NOT_OBSERVED,0.0,0.0,0,0,0,,,,,,,,,,,0,0,0,,,,,,,,,,
TIE,TIE,LOSS,WIN,TIE-TIE-LOSS-WIN,1,VERY_LOW,AVAILABLE,0.0213,2.1277,0,0,1,0.0,0.0,1.0,0.0,0.0,100.0,,,,,0,1,0,0.0,1.0,0.0,0.0,100.0,0.0,,,,
TIE,TIE,LOSS,LOSS,TIE-TIE-LOSS-LOSS,0,NO_DATA,NOT_OBSERVED,0.0,0.0,0,0,0,,,,,,,,,,,0,0,0,,,,,,,,,,
TIE,TIE,LOSS,TIE,TIE-TIE-LOSS-TIE,0,NO_DATA,NOT_OBSERVED,0.0,0.0,0,0,0,,,,,,,,,,,0,0,0,,,,,,,,,,
TIE,TIE,TIE,WIN,TIE-TIE-TIE-WIN,0,NO_DATA,NOT_OBSERVED,0.0,0.0,0,0,0,,,,,,,,,,,0,0,0,,,,,,,,,,
TIE,TIE,TIE,LOSS,TIE-TIE-TIE-LOSS,0,NO_DATA,NOT_OBSERVED,0.0,0.0,0,0,0,,,,,,,,,,,0,0,0,,,,,,,,,,
TIE,TIE,TIE,TIE,TIE-TIE-TIE-TIE,0,NO_DATA,NOT_OBSERVED,0.0,0.0,0,0,0,,,,,,,,,,,0,0,0,,,,,,,,,,
